system_number,query_number,doc_number,rank_of_doc,score
2,8,6781,486,1.2774
2,8,6775,487,1.2774
2,8,6766,488,1.2774
2,8,6679,489,1.2774
2,8,6641,490,1.2774
2,8,6627,491,1.2774
2,8,6559,492,1.2774
2,8,6558,493,1.2774
2,8,6556,494,1.2774
2,8,6555,495,1.2774
2,8,6549,496,1.2774
2,8,6474,497,1.2774
2,8,6378,498,1.2774
2,8,6336,499,1.2774
2,8,6259,500,1.2774
2,9,6631,1,7.8241
2,9,10019,2,5.9379
2,9,6777,3,5.6262
2,9,7825,4,5.5899
2,9,6925,5,5.4188
2,9,5218,6,5.4024
2,9,7704,7,5.0781
2,9,9072,8,5.0714
2,9,9104,9,5.0375
2,9,7759,10,4.7213
2,9,8514,11,4.5870
2,9,7123,12,4.5587
2,9,8972,13,4.5182
2,9,7687,14,4.4279
2,9,7689,15,4.3923
2,9,8925,16,4.3688
2,9,7758,17,4.3574
2,9,7116,18,4.3514
2,9,6181,19,4.3498
2,9,8245,20,4.3193
2,9,6455,21,4.3190
2,9,9369,22,4.2437
2,9,8446,23,4.1983
2,9,5000,24,4.1369
2,9,5138,25,4.1313
2,9,9243,26,4.1313
2,9,5121,27,4.0884
2,9,6923,28,4.0786
2,9,7686,29,4.0049
2,9,6496,30,3.9810
2,9,7961,31,3.9722
2,9,5516,32,3.9308
2,9,9666,33,3.9245
2,9,9388,34,3.8969
2,9,8344,35,3.8965
2,9,8186,36,3.8965
2,9,7357,37,3.8960
2,9,5644,38,3.8659
2,9,6948,39,3.8021
2,9,6709,40,3.7904
2,9,8338,41,3.7730
2,9,7729,42,3.7674
2,9,7688,43,3.7450
2,9,7690,44,3.7378
2,9,5995,45,3.7268
2,9,5884,46,3.6957
2,9,6263,47,3.6789
2,9,8989,48,3.6702
2,9,9647,49,3.6556
2,9,7946,50,3.6556
2,9,7009,51,3.6556
2,9,8604,52,3.5948
2,9,9921,53,3.5828
2,9,6930,54,3.5724
2,9,8323,55,3.5447
2,9,8340,56,3.5416
2,9,9749,57,3.5018
2,9,7966,58,3.5018
2,9,7121,59,3.4827
2,9,8326,60,3.4519
2,9,6602,61,3.4517
2,9,9081,62,3.4427
2,9,5638,63,3.4427
2,9,7579,64,3.4382
2,9,6780,65,3.3873
2,9,6149,66,3.3872
2,9,7129,67,3.3845
2,9,8667,68,3.3818
2,9,5999,69,3.3818
2,9,8082,70,3.3766
2,9,9633,71,3.3763
2,9,9567,72,3.3595
2,9,5562,73,3.3462
2,9,9564,74,3.3327
2,9,8099,75,3.3327
2,9,7359,76,3.3318
2,9,9776,77,3.3197
2,9,8800,78,3.3197
2,9,8172,79,3.3197
2,9,6007,80,3.3197
2,9,6556,81,3.2917
2,9,7603,82,3.2700
2,9,7599,83,3.2698
2,9,5642,84,3.2253
2,9,9772,85,3.2155
2,9,7016,86,3.2051
2,9,6467,87,3.1995
2,9,5564,88,3.1943
2,9,5796,89,3.1774
2,9,8957,90,3.1701
2,9,7605,91,3.1701
2,9,9941,92,3.1681
2,9,8173,93,3.1681
2,9,9016,94,3.1632
2,9,5993,95,3.1496
2,9,9435,96,3.1459
2,9,6683,97,3.1296
2,9,5805,98,3.1296
2,9,5561,99,3.1242
2,9,5222,100,3.1242
2,9,7551,101,3.1189
2,9,6215,102,3.1189
2,9,5369,103,3.1178
2,9,9661,104,3.0788
2,9,9179,105,3.0788
2,9,6917,106,3.0788
2,9,5890,107,3.0788
2,9,5813,108,3.0788
2,9,5489,109,3.0788
2,9,8002,110,3.0645
2,9,5793,111,3.0623
2,9,8573,112,3.0531
2,9,5968,113,3.0529
2,9,7170,114,3.0434
2,9,6915,115,3.0434
2,9,5505,116,3.0432
2,9,9589,117,3.0231
2,9,9662,118,3.0211
2,9,8554,119,3.0176
2,9,8458,120,3.0124
2,9,6115,121,3.0124
2,9,9391,122,3.0041
2,9,7448,123,2.9955
2,9,7598,124,2.9948
2,9,9616,125,2.9675
2,9,7354,126,2.9675
2,9,6123,127,2.9675
2,9,6114,128,2.9645
2,9,5350,129,2.9562
2,9,9154,130,2.9475
2,9,6423,131,2.9475
2,9,8184,132,2.9428
2,9,7610,133,2.9369
2,9,5370,134,2.9367
2,9,9706,135,2.9282
2,9,8440,136,2.9059
2,9,8185,137,2.9059
2,9,7533,138,2.9059
2,9,6563,139,2.9057
2,9,9275,140,2.9018
2,9,6378,141,2.8891
2,9,7415,142,2.8613
2,9,5565,143,2.8613
2,9,9760,144,2.8526
2,9,9525,145,2.8410
2,9,8377,146,2.8410
2,9,7847,147,2.8410
2,9,5900,148,2.8390
2,9,5567,149,2.8356
2,9,9278,150,2.8305
2,9,6057,151,2.8305
2,9,9944,152,2.8303
2,9,9665,153,2.8303
2,9,7482,154,2.8303
2,9,6117,155,2.8303
2,9,5126,156,2.8303
2,9,8682,157,2.8292
2,9,9643,158,2.8135
2,9,8188,159,2.8135
2,9,6802,160,2.8135
2,9,6165,161,2.8135
2,9,6557,162,2.8077
2,9,8926,163,2.7959
2,9,8611,164,2.7959
2,9,5719,165,2.7959
2,9,5456,166,2.7959
2,9,7011,167,2.7845
2,9,9759,168,2.7826
2,9,8461,169,2.7826
2,9,8320,170,2.7826
2,9,7119,171,2.7826
2,9,6109,172,2.7826
2,9,6012,173,2.7826
2,9,5809,174,2.7826
2,9,5571,175,2.7826
2,9,9871,176,2.7694
2,9,9099,177,2.7550
2,9,5795,178,2.7550
2,9,9561,179,2.7548
2,9,8348,180,2.7548
2,9,6212,181,2.7548
2,9,8996,182,2.7546
2,9,8831,183,2.7546
2,9,5756,184,2.7546
2,9,9761,185,2.7461
2,9,6440,186,2.7266
2,9,9945,187,2.7240
2,9,8939,188,2.7240
2,9,7767,189,2.7240
2,9,8911,190,2.7238
2,9,7837,191,2.7238
2,9,7834,192,2.7238
2,9,5994,193,2.7238
2,9,5524,194,2.7238
2,9,5007,195,2.7238
2,9,8971,196,2.7159
2,9,9268,197,2.7148
2,9,9098,198,2.7148
2,9,9076,199,2.7148
2,9,9043,200,2.7148
2,9,7754,201,2.7148
2,9,7717,202,2.7148
2,9,6906,203,2.7148
2,9,6449,204,2.7148
2,9,6441,205,2.7148
2,9,5169,206,2.7148
2,9,5166,207,2.7148
2,9,5073,208,2.7148
2,9,5378,209,2.6984
2,9,9599,210,2.6966
2,9,8806,211,2.6889
2,9,7606,212,2.6889
2,9,6502,213,2.6889
2,9,5769,214,2.6889
2,9,5297,215,2.6889
2,9,8962,216,2.6793
2,9,8890,217,2.6793
2,9,8697,218,2.6793
2,9,8170,219,2.6793
2,9,7590,220,2.6793
2,9,9922,221,2.6648
2,9,9294,222,2.6589
2,9,9269,223,2.6589
2,9,7705,224,2.6589
2,9,7015,225,2.6589
2,9,6120,226,2.6589
2,9,5498,227,2.6589
2,9,8468,228,2.6485
2,9,8316,229,2.6485
2,9,7360,230,2.6485
2,9,7086,231,2.6485
2,9,7032,232,2.6485
2,9,5639,233,2.6485
2,9,9864,234,2.6219
2,9,9516,235,2.6219
2,9,9250,236,2.6219
2,9,9024,237,2.6219
2,9,8659,238,2.6219
2,9,8426,239,2.6219
2,9,8164,240,2.6219
2,9,7930,241,2.6219
2,9,7661,242,2.6219
2,9,7342,243,2.6219
2,9,7111,244,2.6219
2,9,6895,245,2.6219
2,9,6648,246,2.6219
2,9,6417,247,2.6219
2,9,6097,248,2.6219
2,9,5871,249,2.6219
2,9,5630,250,2.6219
2,9,5439,251,2.6219
2,9,5092,252,2.6219
2,9,9755,253,2.6006
2,9,8956,254,2.6006
2,9,7455,255,2.6006
2,9,6677,256,2.6006
2,9,8857,257,2.5947
2,9,6395,258,2.5947
2,9,6213,259,2.5814
2,9,9397,260,2.5728
2,9,8696,261,2.5728
2,9,8670,262,2.5728
2,9,8592,263,2.5728
2,9,8585,264,2.5728
2,9,8415,265,2.5728
2,9,7854,266,2.5728
2,9,7669,267,2.5728
2,9,6558,268,2.5728
2,9,5767,269,2.5728
2,9,5538,270,2.5640
2,9,9066,271,2.5584
2,9,8922,272,2.5581
2,9,8308,273,2.5558
2,9,8307,274,2.5558
2,9,9150,275,2.5422
2,9,6796,276,2.5422
2,9,9563,277,2.5419
2,9,9519,278,2.5419
2,9,8327,279,2.5419
2,9,7755,280,2.5419
2,9,7229,281,2.5419
2,9,6294,282,2.5419
2,9,5914,283,2.5419
2,9,5899,284,2.5419
2,9,5740,285,2.5419
2,9,5010,286,2.5419
2,9,9156,287,2.5417
2,9,9089,288,2.5417
2,9,8339,289,2.5417
2,9,8294,290,2.5417
2,9,8181,291,2.5417
2,9,8085,292,2.5417
2,9,7639,293,2.5417
2,9,7511,294,2.5417
2,9,7118,295,2.5417
2,9,7014,296,2.5417
2,9,6886,297,2.5417
2,9,6536,298,2.5417
2,9,6385,299,2.5417
2,9,6306,300,2.5417
2,9,6131,301,2.5417
2,9,5334,302,2.5417
2,9,5130,303,2.5417
2,9,5123,304,2.5417
2,9,6167,305,2.5335
2,9,9584,306,2.5252
2,9,7857,307,2.5137
2,9,6863,308,2.5137
2,9,5854,309,2.5137
2,9,5464,310,2.5137
2,9,9876,311,2.4876
2,9,8003,312,2.4876
2,9,6883,313,2.4748
2,9,7671,314,2.4680
2,9,9758,315,2.4666
2,9,7580,316,2.4666
2,9,8873,317,2.4664
2,9,8624,318,2.4664
2,9,8469,319,2.4664
2,9,7835,320,2.4664
2,9,7709,321,2.4664
2,9,7370,322,2.4664
2,9,6446,323,2.4664
2,9,5168,324,2.4664
2,9,5008,325,2.4664
2,9,10023,326,2.4437
2,9,9112,327,2.4437
2,9,9448,328,2.4187
2,9,7514,329,2.4187
2,9,5665,330,2.4187
2,9,8346,331,2.4180
2,9,8305,332,2.4180
2,9,6926,333,2.4180
2,9,6383,334,2.4180
2,9,5603,335,2.4180
2,9,5492,336,2.4180
2,9,9937,337,2.3993
2,9,9499,338,2.3993
2,9,9065,339,2.3993
2,9,7373,340,2.3993
2,9,6599,341,2.3993
2,9,5485,342,2.3993
2,9,8798,343,2.3910
2,9,9454,344,2.3907
2,9,8792,345,2.3907
2,9,8445,346,2.3907
2,9,8183,347,2.3907
2,9,8126,348,2.3907
2,9,7117,349,2.3907
2,9,6922,350,2.3907
2,9,6783,351,2.3907
2,9,6107,352,2.3907
2,9,6000,353,2.3907
2,9,5660,354,2.3907
2,9,5351,355,2.3907
2,9,5315,356,2.3907
2,9,8987,357,2.3627
2,9,8347,358,2.3627
2,9,7652,359,2.3627
2,9,7353,360,2.3627
2,9,6647,361,2.3627
2,9,8684,362,2.3601
2,9,8503,363,2.3601
2,9,8198,364,2.3601
2,9,5288,365,2.3601
2,9,5129,366,2.3601
2,9,9943,367,2.3599
2,9,9742,368,2.3599
2,9,9734,369,2.3599
2,9,9673,370,2.3599
2,9,9277,371,2.3599
2,9,9229,372,2.3599
2,9,8879,373,2.3599
2,9,8797,374,2.3599
2,9,8455,375,2.3599
2,9,8336,376,2.3599
2,9,7940,377,2.3599
2,9,7851,378,2.3599
2,9,7829,379,2.3599
2,9,7816,380,2.3599
2,9,7691,381,2.3599
2,9,7230,382,2.3599
2,9,6156,383,2.3599
2,9,6112,384,2.3599
2,9,5759,385,2.3599
2,9,5530,386,2.3599
2,9,5114,387,2.3599
2,9,5067,388,2.3599
2,9,9875,389,2.3250
2,9,9596,390,2.3250
2,9,8801,391,2.3250
2,9,7066,392,2.3250
2,9,6854,393,2.3250
2,9,6216,394,2.3250
2,9,9813,395,2.3008
2,9,9515,396,2.3008
2,9,9092,397,2.3008
2,9,8876,398,2.3008
2,9,8515,399,2.3008
2,9,8425,400,2.3008
2,9,7791,401,2.3008
2,9,7623,402,2.3008
2,9,7428,403,2.3008
2,9,6953,404,2.3008
2,9,6881,405,2.3008
2,9,9764,406,2.2845
2,9,9752,407,2.2845
2,9,8586,408,2.2845
2,9,8094,409,2.2845
2,9,7149,410,2.2845
2,9,7122,411,2.2845
2,9,6113,412,2.2845
2,9,5117,413,2.2845
2,9,9670,414,2.2366
2,9,9421,415,2.2366
2,9,9019,416,2.2366
2,9,8583,417,2.2366
2,9,8575,418,2.2366
2,9,6913,419,2.2366
2,9,6838,420,2.2366
2,9,9947,421,2.2307
2,9,8965,422,2.2307
2,9,8578,423,2.2307
2,9,8577,424,2.2307
2,9,8301,425,2.2307
2,9,7433,426,2.2307
2,9,6676,427,2.2307
2,9,6410,428,2.2307
2,9,6381,429,2.2307
2,9,6108,430,2.2307
2,9,5866,431,2.2307
2,9,5031,432,2.2307
2,9,9039,433,2.2243
2,9,6044,434,2.2243
2,9,9957,435,2.1780
2,9,9853,436,2.1780
2,9,9844,437,2.1780
2,9,9765,438,2.1780
2,9,9566,439,2.1780
2,9,9398,440,2.1780
2,9,9362,441,2.1780
2,9,8769,442,2.1780
2,9,8767,443,2.1780
2,9,8679,444,2.1780
2,9,8331,445,2.1780
2,9,8104,446,2.1780
2,9,6797,447,2.1780
2,9,6749,448,2.1780
2,9,6474,449,2.1780
2,9,5696,450,2.1780
2,9,5575,451,2.1780
2,9,10025,452,2.1778
2,9,9544,453,2.1778
2,9,9526,454,2.1778
2,9,9382,455,2.1778
2,9,9155,456,2.1778
2,9,9107,457,2.1778
2,9,8664,458,2.1778
2,9,8475,459,2.1778
2,9,8467,460,2.1778
2,9,8290,461,2.1778
2,9,8205,462,2.1778
2,9,8079,463,2.1778
2,9,7967,464,2.1778
2,9,7885,465,2.1778
2,9,7853,466,2.1778
2,9,7830,467,2.1778
2,9,7710,468,2.1778
2,9,7324,469,2.1778
2,9,7136,470,2.1778
2,9,7128,471,2.1778
2,9,6936,472,2.1778
2,9,6920,473,2.1778
2,9,6757,474,2.1778
2,9,6675,475,2.1778
2,9,6568,476,2.1778
2,9,6567,477,2.1778
2,9,6506,478,2.1778
2,9,6493,479,2.1778
2,9,6404,480,2.1778
2,9,6144,481,2.1778
2,9,6125,482,2.1778
2,9,6002,483,2.1778
2,9,5906,484,2.1778
2,9,5799,485,2.1778
2,9,5792,486,2.1778
2,9,5651,487,2.1778
2,9,5608,488,2.1778
2,9,5512,489,2.1778
2,9,5496,490,2.1778
2,9,5327,491,2.1778
2,9,5289,492,2.1778
2,9,9949,493,2.1498
2,9,9532,494,2.1498
2,9,9389,495,2.1498
2,9,8548,496,2.1498
2,9,8528,497,2.1498
2,9,7396,498,2.1498
2,9,7135,499,2.1498
2,9,7120,500,2.1498
2,10,9053,1,9.1298
2,10,5716,2,8.5588
2,10,9685,3,8.3952
2,10,7181,4,8.2701
2,10,8850,5,8.0771
2,10,9615,6,7.8252
2,10,5175,7,7.7634
2,10,8839,8,7.3273
2,10,8127,9,7.2128
2,10,6049,10,6.7790
2,10,9260,11,6.6695
2,10,5730,12,5.0836
2,10,6247,13,4.9590
2,10,8362,14,4.2374
2,10,8566,15,4.2161
2,10,7715,16,4.0102
2,10,8044,17,3.8971
2,10,5053,18,3.8435
2,10,8840,19,3.8109
2,10,6533,20,3.7116
2,10,7499,21,3.7116
2,10,6375,22,3.6363
2,10,5257,23,3.5531
2,10,7009,24,3.5531
2,10,7306,25,3.5461
2,10,8535,26,3.5461
2,10,7079,27,3.5420
2,10,6632,28,3.4601
2,10,6039,29,3.3498
2,10,6387,30,3.3498
2,10,9181,31,3.3498
2,10,9284,32,3.2737
2,10,9334,33,3.2737
2,10,5445,34,3.2330
2,10,8520,35,3.1428
2,10,9048,36,3.0397
2,10,8628,37,3.0040
2,10,5354,38,3.0040
2,10,9320,39,2.9128
2,10,5413,40,2.9128
2,10,7346,41,2.7700
2,10,8829,42,2.7700
2,10,6601,43,2.7235
2,10,6825,44,2.6856
2,10,6892,45,2.6856
2,10,6846,46,2.6798
2,10,6828,47,2.6798
2,10,5610,48,2.5954
2,10,8866,49,2.5954
2,10,6993,50,2.5954
2,10,6426,51,2.5954
2,10,9341,52,2.5429
2,10,8326,53,2.5429
2,10,7640,54,2.5429
2,10,6248,55,2.5429
2,10,5239,56,2.5429
2,10,6998,57,2.3979
2,10,6671,58,2.3979
2,10,5489,59,2.3979
2,10,9939,60,2.3655
2,10,9938,61,2.3655
2,10,9894,62,2.3655
2,10,9464,63,2.3655
2,10,9184,64,2.3655
2,10,9040,65,2.3655
2,10,7180,66,2.3655
2,10,5245,67,2.3655
2,10,9896,68,2.3089
2,10,9090,69,2.3089
2,10,8021,70,2.3089
2,10,7483,71,2.3089
2,10,7481,72,2.3089
2,10,7401,73,2.3089
2,10,7046,74,2.3089
2,10,6981,75,2.3089
2,10,6912,76,2.3089
2,10,6383,77,2.3089
2,10,6042,78,2.3089
2,10,5950,79,2.3089
2,10,5360,80,2.3089
2,10,5014,81,2.3089
2,10,8256,82,2.2624
2,10,6327,83,2.2624
2,10,9518,84,1.9927
2,10,9427,85,1.9927
2,10,9239,86,1.9927
2,10,7808,87,1.9927
2,10,7479,88,1.9927
2,10,7433,89,1.9927
2,10,7051,90,1.9927
2,10,6608,91,1.9927
2,10,6529,92,1.9927
2,10,6446,93,1.9927
2,10,9879,94,1.8182
2,10,9841,95,1.8182
2,10,9827,96,1.8182
2,10,9691,97,1.8182
2,10,9609,98,1.8182
2,10,9253,99,1.8182
2,10,9189,100,1.8182
2,10,9122,101,1.8182
2,10,9057,102,1.8182
2,10,8844,103,1.8182
2,10,8630,104,1.8182
2,10,8525,105,1.8182
2,10,8368,106,1.8182
2,10,8306,107,1.8182
2,10,7903,108,1.8182
2,10,7860,109,1.8182
2,10,7694,110,1.8182
2,10,7680,111,1.8182
2,10,7566,112,1.8182
2,10,7565,113,1.8182
2,10,7498,114,1.8182
2,10,7302,115,1.8182
2,10,6878,116,1.8182
2,10,6458,117,1.8182
2,10,6254,118,1.8182
2,10,6185,119,1.8182
2,10,5948,120,1.8182
2,10,5478,121,1.8182
2,10,5404,122,1.8182
2,10,5394,123,1.8182
2,10,5243,124,1.8182
2,10,8652,125,1.6161
2,10,5129,126,1.6161
2,10,7289,127,1.5546
2,10,9893,128,1.5317
2,10,9892,129,1.5317
2,10,9890,130,1.5317
2,10,9883,131,1.5317
2,10,9869,132,1.5317
2,10,9817,133,1.5317
2,10,9814,134,1.5317
2,10,9741,135,1.5317
2,10,9683,136,1.5317
2,10,9682,137,1.5317
2,10,9663,138,1.5317
2,10,9439,139,1.5317
2,10,9437,140,1.5317
2,10,9426,141,1.5317
2,10,9374,142,1.5317
2,10,9340,143,1.5317
2,10,9123,144,1.5317
2,10,9060,145,1.5317
2,10,8990,146,1.5317
2,10,8910,147,1.5317
2,10,8901,148,1.5317
2,10,8857,149,1.5317
2,10,8835,150,1.5317
2,10,8732,151,1.5317
2,10,8663,152,1.5317
2,10,8606,153,1.5317
2,10,8605,154,1.5317
2,10,8522,155,1.5317
2,10,8375,156,1.5317
2,10,8366,157,1.5317
2,10,8328,158,1.5317
2,10,8317,159,1.5317
2,10,8262,160,1.5317
2,10,8248,161,1.5317
2,10,8247,162,1.5317
2,10,8242,163,1.5317
2,10,8239,164,1.5317
2,10,8173,165,1.5317
2,10,8122,166,1.5317
2,10,8018,167,1.5317
2,10,8015,168,1.5317
2,10,7790,169,1.5317
2,10,7789,170,1.5317
2,10,7709,171,1.5317
2,10,7679,172,1.5317
2,10,7596,173,1.5317
2,10,7563,174,1.5317
2,10,7480,175,1.5317
2,10,7416,176,1.5317
2,10,7410,177,1.5317
2,10,7314,178,1.5317
2,10,7301,179,1.5317
2,10,7290,180,1.5317
2,10,7281,181,1.5317
2,10,7213,182,1.5317
2,10,7177,183,1.5317
2,10,7176,184,1.5317
2,10,7148,185,1.5317
2,10,7050,186,1.5317
2,10,7047,187,1.5317
2,10,6988,188,1.5317
2,10,6986,189,1.5317
2,10,6985,190,1.5317
2,10,6980,191,1.5317
2,10,6896,192,1.5317
2,10,6887,193,1.5317
2,10,6725,194,1.5317
2,10,6600,195,1.5317
2,10,6532,196,1.5317
2,10,6528,197,1.5317
2,10,6527,198,1.5317
2,10,6526,199,1.5317
2,10,6343,200,1.5317
2,10,6336,201,1.5317
2,10,6167,202,1.5317
2,10,6166,203,1.5317
2,10,6045,204,1.5317
2,10,5941,205,1.5317
2,10,5940,206,1.5317
2,10,5936,207,1.5317
2,10,5825,208,1.5317
2,10,5776,209,1.5317
2,10,5718,210,1.5317
2,10,5717,211,1.5317
2,10,5588,212,1.5317
2,10,5536,213,1.5317
2,10,5535,214,1.5317
2,10,5533,215,1.5317
2,10,5493,216,1.5317
2,10,5491,217,1.5317
2,10,5485,218,1.5317
2,10,5397,219,1.5317
2,10,5367,220,1.5317
2,10,5331,221,1.5317
2,10,5296,222,1.5317
2,10,5238,223,1.5317
2,10,5187,224,1.5317
2,10,5032,225,1.5317
2,10,5031,226,1.5317
2,10,5021,227,1.5317
2,10,9133,228,1.5190
2,10,6930,229,1.5190
2,10,6115,230,1.5190
2,10,5811,231,1.5190
2,10,7518,232,1.4792
2,10,8825,233,1.4342
2,10,8344,234,1.4342
2,10,7732,235,1.4342
2,10,7347,236,1.4342
2,10,7335,237,1.4342
2,10,5606,238,1.4342
2,10,9567,239,1.3821
2,10,9275,240,1.3821
2,10,8621,241,1.3821
2,10,8577,242,1.3821
2,10,7858,243,1.3821
2,10,7736,244,1.3821
2,10,7366,245,1.3821
2,10,6785,246,1.3821
2,10,6683,247,1.3821
2,10,5928,248,1.3821
2,10,9774,249,1.3206
2,10,9720,250,1.3206
2,10,9019,251,1.3206
2,10,8969,252,1.3206
2,10,8349,253,1.3206
2,10,8303,254,1.3206
2,10,8165,255,1.3206
2,10,7834,256,1.3206
2,10,7364,257,1.3206
2,10,6894,258,1.3206
2,10,6649,259,1.3206
2,10,6602,260,1.3206
2,10,5813,261,1.3206
2,10,5571,262,1.3206
2,10,5566,263,1.3206
2,10,5505,264,1.3206
2,10,5417,265,1.3206
2,10,10026,266,1.2453
2,10,9951,267,1.2453
2,10,9681,268,1.2453
2,10,9598,269,1.2453
2,10,9581,270,1.2453
2,10,9461,271,1.2453
2,10,9287,272,1.2453
2,10,9025,273,1.2453
2,10,8972,274,1.2453
2,10,8690,275,1.2453
2,10,8596,276,1.2453
2,10,8591,277,1.2453
2,10,8571,278,1.2453
2,10,8438,279,1.2453
2,10,8273,280,1.2453
2,10,8199,281,1.2453
2,10,8188,282,1.2453
2,10,8137,283,1.2453
2,10,8025,284,1.2453
2,10,7553,285,1.2453
2,10,7542,286,1.2453
2,10,7129,287,1.2453
2,10,7063,288,1.2453
2,10,6926,289,1.2453
2,10,6638,290,1.2453
2,10,6536,291,1.2453
2,10,6325,292,1.2453
2,10,5899,293,1.2453
2,10,5572,294,1.2453
2,10,5558,295,1.2453
2,10,9882,296,1.1481
2,10,9764,297,1.1481
2,10,9715,298,1.1481
2,10,9680,299,1.1481
2,10,9677,300,1.1481
2,10,9667,301,1.1481
2,10,9616,302,1.1481
2,10,9533,303,1.1481
2,10,9436,304,1.1481
2,10,9316,305,1.1481
2,10,9311,306,1.1481
2,10,9169,307,1.1481
2,10,9124,308,1.1481
2,10,9103,309,1.1481
2,10,8939,310,1.1481
2,10,8914,311,1.1481
2,10,8891,312,1.1481
2,10,8868,313,1.1481
2,10,8794,314,1.1481
2,10,8584,315,1.1481
2,10,8554,316,1.1481
2,10,8546,317,1.1481
2,10,8503,318,1.1481
2,10,8415,319,1.1481
2,10,8403,320,1.1481
2,10,8359,321,1.1481
2,10,8348,322,1.1481
2,10,8315,323,1.1481
2,10,8275,324,1.1481
2,10,8231,325,1.1481
2,10,8126,326,1.1481
2,10,8046,327,1.1481
2,10,8007,328,1.1481
2,10,7954,329,1.1481
2,10,7925,330,1.1481
2,10,7910,331,1.1481
2,10,7885,332,1.1481
2,10,7838,333,1.1481
2,10,7764,334,1.1481
2,10,7543,335,1.1481
2,10,7492,336,1.1481
2,10,7470,337,1.1481
2,10,7363,338,1.1481
2,10,7214,339,1.1481
2,10,7200,340,1.1481
2,10,7091,341,1.1481
2,10,6822,342,1.1481
2,10,6574,343,1.1481
2,10,6562,344,1.1481
2,10,6555,345,1.1481
2,10,6209,346,1.1481
2,10,6114,347,1.1481
2,10,6101,348,1.1481
2,10,6084,349,1.1481
2,10,5973,350,1.1481
2,10,5914,351,1.1481
2,10,5787,352,1.1481
2,10,5764,353,1.1481
2,10,5729,354,1.1481
2,10,5602,355,1.1481
2,10,5522,356,1.1481
2,10,5330,357,1.1481
2,10,5228,358,1.1481
2,10,5089,359,1.1481
2,10,5063,360,1.1481
2,10,10005,361,1.0113
2,10,9968,362,1.0113
2,10,9966,363,1.0113
2,10,9957,364,1.0113
2,10,9956,365,1.0113
2,10,9881,366,1.0113
2,10,9836,367,1.0113
2,10,9788,368,1.0113
2,10,9769,369,1.0113
2,10,9713,370,1.0113
2,10,9596,371,1.0113
2,10,9583,372,1.0113
2,10,9575,373,1.0113
2,10,9566,374,1.0113
2,10,9530,375,1.0113
2,10,9481,376,1.0113
2,10,9462,377,1.0113
2,10,9435,378,1.0113
2,10,9425,379,1.0113
2,10,9424,380,1.0113
2,10,9402,381,1.0113
2,10,9252,382,1.0113
2,10,9246,383,1.0113
2,10,9216,384,1.0113
2,10,9180,385,1.0113
2,10,9179,386,1.0113
2,10,9167,387,1.0113
2,10,9145,388,1.0113
2,10,9134,389,1.0113
2,10,9093,390,1.0113
2,10,9085,391,1.0113
2,10,9073,392,1.0113
2,10,9026,393,1.0113
2,10,8944,394,1.0113
2,10,8892,395,1.0113
2,10,8881,396,1.0113
2,10,8880,397,1.0113
2,10,8817,398,1.0113
2,10,8807,399,1.0113
2,10,8728,400,1.0113
2,10,8699,401,1.0113
2,10,8679,402,1.0113
2,10,8675,403,1.0113
2,10,8666,404,1.0113
2,10,8616,405,1.0113
2,10,8592,406,1.0113
2,10,8567,407,1.0113
2,10,8551,408,1.0113
2,10,8505,409,1.0113
2,10,8464,410,1.0113
2,10,8463,411,1.0113
2,10,8449,412,1.0113
2,10,8443,413,1.0113
2,10,8441,414,1.0113
2,10,8440,415,1.0113
2,10,8427,416,1.0113
2,10,8405,417,1.0113
2,10,8339,418,1.0113
2,10,8338,419,1.0113
2,10,8314,420,1.0113
2,10,8230,421,1.0113
2,10,8151,422,1.0113
2,10,8080,423,1.0113
2,10,7971,424,1.0113
2,10,7916,425,1.0113
2,10,7841,426,1.0113
2,10,7780,427,1.0113
2,10,7771,428,1.0113
2,10,7749,429,1.0113
2,10,7744,430,1.0113
2,10,7717,431,1.0113
2,10,7665,432,1.0113
2,10,7663,433,1.0113
2,10,7647,434,1.0113
2,10,7609,435,1.0113
2,10,7549,436,1.0113
2,10,7517,437,1.0113
2,10,7457,438,1.0113
2,10,7454,439,1.0113
2,10,7398,440,1.0113
2,10,7317,441,1.0113
2,10,7226,442,1.0113
2,10,7197,443,1.0113
2,10,7171,444,1.0113
2,10,7157,445,1.0113
2,10,7154,446,1.0113
2,10,7152,447,1.0113
2,10,7137,448,1.0113
2,10,7128,449,1.0113
2,10,7127,450,1.0113
2,10,7053,451,1.0113
2,10,6972,452,1.0113
2,10,6968,453,1.0113
2,10,6925,454,1.0113
2,10,6920,455,1.0113
2,10,6918,456,1.0113
2,10,6916,457,1.0113
2,10,6863,458,1.0113
2,10,6842,459,1.0113
2,10,6832,460,1.0113
2,10,6824,461,1.0113
2,10,6820,462,1.0113
2,10,6803,463,1.0113
2,10,6797,464,1.0113
2,10,6752,465,1.0113
2,10,6697,466,1.0113
2,10,6675,467,1.0113
2,10,6650,468,1.0113
2,10,6644,469,1.0113
2,10,6641,470,1.0113
2,10,6635,471,1.0113
2,10,6599,472,1.0113
2,10,6566,473,1.0113
2,10,6517,474,1.0113
2,10,6468,475,1.0113
2,10,6460,476,1.0113
2,10,6429,477,1.0113
2,10,6428,478,1.0113
2,10,6410,479,1.0113
2,10,6398,480,1.0113
2,10,6361,481,1.0113
2,10,6324,482,1.0113
2,10,6302,483,1.0113
